pkt_id,src,rsu,gen_time,enq_time,start_tx,end_tx,rx_time,success,reason,size_bits
pkt_3454,flow_ew_j2.2,rsu_21,137.3,137.3,137.9,137.90040963802025,137.90040963802025,True,ok,8192
pkt_3469,flow_ns_j3.6,rsu_22,137.9,137.9,137.9,137.90040982077392,137.90040982077392,True,ok,8192
pkt_3470,flow_ns_j2.10,rsu_13,138.0,138.0,138.0,138.00040984589035,138.00040984589035,True,ok,8192
pkt_3471,flow_ns_j3.10,rsu_18,138.0,138.0,138.0,138.00040988666777,138.00040988666777,True,ok,8192
pkt_3455,flow_ew_j2.3,rsu_21,137.3,137.3,138.0,138.00040970092857,,False,rx_error,8192
pkt_3472,flow_ns_j3.3,rsu_23,138.0,138.0,138.0,138.00040975858514,138.00040975858514,True,ok,8192
pkt_3482,flow_ew_j2.13,rsu_0,138.1,138.1,138.1,138.10040985325182,138.10040985325182,True,ok,8192
pkt_3478,flow_ew_full.9,rsu_1,138.1,138.1,138.1,138.10040985816752,138.10040985816752,True,ok,8192
pkt_3476,flow_ew_full.7,rsu_2,138.1,138.1,138.1,138.10040969424034,138.10040969424034,True,ok,8192
pkt_3473,flow_ew_full.4,rsu_15,138.1,138.1,138.1,138.1004096354038,138.1004096354038,True,ok,8192
pkt_3456,flow_ew_j2.4,rsu_21,137.3,137.3,138.1,138.1004096668901,138.1004096668901,True,ok,8192
pkt_3481,flow_ew_j2.12,rsu_1,138.1,138.1,138.2,138.20040962376885,138.20040962376885,True,ok,8192
pkt_3477,flow_ew_full.8,rsu_2,138.1,138.1,138.2,138.20040985330073,138.20040985330073,True,ok,8192
pkt_3474,flow_ew_full.5,rsu_15,138.1,138.1,138.2,138.20040966953826,138.20040966953826,True,ok,8192
pkt_3480,flow_ew_j2.11,rsu_2,138.1,138.1,138.3,138.30040975909918,138.30040975909918,True,ok,8192
pkt_3492,flow_ew_full.3,rsu_3,138.3,138.3,138.3,138.300409612922,138.300409612922,True,ok,8192
pkt_3489,flow_ew_full.0,rsu_6,138.3,138.3,138.3,138.30040961403566,138.30040961403566,True,ok,8192
pkt_3487,emergency_1,rsu_10,138.3,138.3,138.3,138.30040984813053,138.30040984813053,True,ok,8192
pkt_3499,flow_ns_j2.11,rsu_12,138.3,138.3,138.3,138.300409617817,138.300409617817,True,ok,8192
pkt_3475,flow_ew_full.6,rsu_15,138.1,138.1,138.3,138.3004096958171,,False,rx_error,8192
pkt_3501,flow_ns_j2.7,rsu_16,138.3,138.3,138.3,138.30040969391462,138.30040969391462,True,ok,8192
pkt_3500,flow_ns_j2.4,rsu_17,138.3,138.3,138.3,138.3004098590592,138.3004098590592,True,ok,8192
pkt_3488,emergency_flow.0,rsu_21,138.3,138.3,138.3,138.30040972538427,138.30040972538427,True,ok,8192
pkt_3502,flow_ns_j3.4,rsu_23,138.3,138.3,138.3,138.30040966832414,138.30040966832414,True,ok,8192
pkt_3498,flow_ew_j2.5,rsu_3,138.3,138.3,138.4,138.40040961080442,138.40040961080442,True,ok,8192
pkt_3490,flow_ew_full.1,rsu_6,138.3,138.3,138.4,138.4004096098437,138.4004096098437,True,ok,8192
pkt_3504,flow_ns_j2.8,rsu_14,138.4,138.4,138.4,138.40040965120798,138.40040965120798,True,ok,8192
pkt_3479,flow_ew_j2.10,rsu_15,138.1,138.1,138.4,138.40040974618472,138.40040974618472,True,ok,8192
pkt_3505,flow_ns_j3.8,rsu_20,138.4,138.4,138.4,138.4004096094281,138.4004096094281,True,ok,8192
pkt_3491,flow_ew_full.2,rsu_21,138.3,138.3,138.4,138.40040969480847,138.40040969480847,True,ok,8192
pkt_3503,flow_ns_j3.7,rsu_6,138.3,138.3,138.5,138.50040963310195,138.50040963310195,True,ok,8192
pkt_3483,flow_ew_j2.6,rsu_15,138.1,138.1,138.5,138.5004096370764,138.5004096370764,True,ok,8192
pkt_3493,flow_ew_j2.0,rsu_21,138.3,138.3,138.5,138.50040963778952,138.50040963778952,True,ok,8192
pkt_3484,flow_ew_j2.7,rsu_15,138.1,138.1,138.6,138.60040969556198,138.60040969556198,True,ok,8192
pkt_3506,flow_ns_j2.5,rsu_17,138.6,138.6,138.6,138.600409839139,138.600409839139,True,ok,8192
pkt_3494,flow_ew_j2.1,rsu_21,138.3,138.3,138.6,138.60040966519333,138.60040966519333,True,ok,8192
pkt_3507,flow_ns_j3.5,rsu_23,138.6,138.6,138.6,138.6004096380385,138.6004096380385,True,ok,8192
pkt_3485,flow_ew_j2.8,rsu_15,138.1,138.1,138.7,138.70040965917963,138.70040965917963,True,ok,8192
pkt_3495,flow_ew_j2.2,rsu_21,138.3,138.3,138.7,138.70040962659763,138.70040962659763,True,ok,8192
pkt_3508,flow_ns_j2.9,rsu_14,138.8,138.8,138.8,138.80040985845736,138.80040985845736,True,ok,8192
pkt_3486,flow_ew_j2.9,rsu_15,138.1,138.1,138.8,138.8004097236261,138.8004097236261,True,ok,8192
pkt_3509,flow_ns_j3.9,rsu_19,138.8,138.8,138.8,138.80040969065556,138.80040969065556,True,ok,8192
pkt_3496,flow_ew_j2.3,rsu_21,138.3,138.3,138.8,138.80040969386624,138.80040969386624,True,ok,8192
pkt_3510,flow_ns_j2.6,rsu_16,138.9,138.9,138.9,138.9004096792941,,False,rx_error,8192
pkt_3497,flow_ew_j2.4,rsu_21,138.3,138.3,138.9,138.90040965590356,138.90040965590356,True,ok,8192
pkt_3511,flow_ns_j3.6,rsu_22,138.9,138.9,138.9,138.9004097749799,,False,rx_error,8192
pkt_3512,flow_ns_j2.10,rsu_13,139.0,139.0,139.0,139.00040980548303,139.00040980548303,True,ok,8192
pkt_3513,flow_ns_j3.10,rsu_19,139.0,139.0,139.0,139.000409926226,139.000409926226,True,ok,8192
pkt_3514,flow_ns_j3.3,rsu_23,139.0,139.0,139.0,139.00040979958143,139.00040979958143,True,ok,8192
pkt_3524,flow_ew_j2.13,rsu_0,139.1,139.1,139.1,139.10040989260764,139.10040989260764,True,ok,8192
pkt_3520,flow_ew_full.9,rsu_1,139.1,139.1,139.1,139.10040981910342,139.10040981910342,True,ok,8192
pkt_3518,flow_ew_full.7,rsu_2,139.1,139.1,139.1,139.1004097324186,139.1004097324186,True,ok,8192
pkt_3515,flow_ew_full.4,rsu_15,139.1,139.1,139.1,139.10040962134786,,False,rx_error,8192
pkt_3523,flow_ew_j2.12,rsu_1,139.1,139.1,139.2,139.2004096190495,139.2004096190495,True,ok,8192
pkt_3519,flow_ew_full.8,rsu_2,139.1,139.1,139.2,139.2004098052074,139.2004098052074,True,ok,8192
pkt_3516,flow_ew_full.5,rsu_15,139.1,139.1,139.2,139.2004096556694,139.2004096556694,True,ok,8192
pkt_3522,flow_ew_j2.11,rsu_2,139.1,139.1,139.3,139.30040971127482,139.30040971127482,True,ok,8192
pkt_3534,flow_ew_full.3,rsu_3,139.3,139.3,139.3,139.30040961531367,139.30040961531367,True,ok,8192
pkt_3531,flow_ew_full.0,rsu_6,139.3,139.3,139.3,139.30040961332807,139.30040961332807,True,ok,8192
pkt_3529,emergency_1,rsu_10,139.3,139.3,139.3,139.30040989570222,139.30040989570222,True,ok,8192
pkt_3541,flow_ns_j2.11,rsu_12,139.3,139.3,139.3,139.30040966401833,139.30040966401833,True,ok,8192
pkt_3517,flow_ew_full.6,rsu_15,139.1,139.1,139.3,139.3004096842205,139.3004096842205,True,ok,8192
pkt_3543,flow_ns_j2.7,rsu_16,139.3,139.3,139.3,139.3004096398208,139.3004096398208,True,ok,8192
pkt_3542,flow_ns_j2.4,rsu_17,139.3,139.3,139.3,139.3004098210509,139.3004098210509,True,ok,8192
pkt_3530,emergency_flow.0,rsu_21,139.3,139.3,139.3,139.30040971795555,139.30040971795555,True,ok,8192
pkt_3544,flow_ns_j3.4,rsu_23,139.3,139.3,139.3,139.30040962500416,139.30040962500416,True,ok,8192
pkt_3540,flow_ew_j2.5,rsu_3,139.3,139.3,139.4,139.40040961827077,139.40040961827077,True,ok,8192
pkt_3532,flow_ew_full.1,rsu_6,139.3,139.3,139.4,139.40040962047016,139.40040962047016,True,ok,8192
pkt_3546,flow_ns_j2.8,rsu_14,139.4,139.4,139.4,139.4004096952054,139.4004096952054,True,ok,8192
pkt_3521,flow_ew_j2.10,rsu_15,139.1,139.1,139.4,139.4004097284622,139.4004097284622,True,ok,8192
pkt_3547,flow_ns_j3.8,rsu_20,139.4,139.4,139.4,139.4004096429252,139.4004096429252,True,ok,8192
pkt_3533,flow_ew_full.2,rsu_21,139.3,139.3,139.4,139.40040968251543,139.40040968251543,True,ok,8192
pkt_3545,flow_ns_j3.7,rsu_6,139.3,139.3,139.5,139.50040963310195,139.50040963310195,True,ok,8192
pkt_3525,flow_ew_j2.6,rsu_15,139.1,139.1,139.5,139.50040962933335,139.50040962933335,True,ok,8192
pkt_3535,flow_ew_j2.0,rsu_21,139.3,139.3,139.5,139.50040962943146,139.50040962943146,True,ok,8192
pkt_3526,flow_ew_j2.7,rsu_15,139.1,139.1,139.6,139.60040968264656,139.60040968264656,True,ok,8192
pkt_3548,flow_ns_j2.5,rsu_17,139.6,139.6,139.6,139.6004098913058,139.6004098913058,True,ok,8192
pkt_3536,flow_ew_j2.1,rsu_21,139.3,139.3,139.6,139.6004096502876,139.6004096502876,True,ok,8192
pkt_3549,flow_ns_j3.5,rsu_23,139.6,139.6,139.6,139.6004096910427,139.6004096910427,True,ok,8192
pkt_3527,flow_ew_j2.8,rsu_15,139.1,139.1,139.7,139.7004096418185,139.7004096418185,True,ok,8192
pkt_3537,flow_ew_j2.2,rsu_21,139.3,139.3,139.7,139.7004096192061,139.7004096192061,True,ok,8192
pkt_3550,flow_ns_j2.9,rsu_14,139.8,139.8,139.8,139.80040980826848,139.80040980826848,True,ok,8192
pkt_3528,flow_ew_j2.9,rsu_15,139.1,139.1,139.8,139.80040971324416,139.80040971324416,True,ok,8192
pkt_3551,flow_ns_j3.9,rsu_19,139.8,139.8,139.8,139.8004097365805,139.8004097365805,True,ok,8192
pkt_3538,flow_ew_j2.3,rsu_21,139.3,139.3,139.8,139.80040968046168,139.80040968046168,True,ok,8192
pkt_3552,flow_ns_j2.6,rsu_16,139.9,139.9,139.9,139.90040972558958,139.90040972558958,True,ok,8192
pkt_3539,flow_ew_j2.4,rsu_21,139.3,139.3,139.9,139.90040963753708,139.90040963753708,True,ok,8192
pkt_3553,flow_ns_j3.6,rsu_22,139.9,139.9,139.9,139.90040972921508,139.90040972921508,True,ok,8192
pkt_3554,flow_ns_j2.10,rsu_13,140.0,140.0,140.0,140.0004097651437,140.0004097651437,True,ok,8192
pkt_3555,flow_ns_j3.10,rsu_19,140.0,140.0,140.0,140.00040987232302,140.00040987232302,True,ok,8192
pkt_3556,flow_ns_j3.3,rsu_23,140.0,140.0,140.0,140.0004098405237,140.0004098405237,True,ok,8192
pkt_3557,flow_ew_full.10,rsu_0,140.1,140.1,140.1,140.10040961781698,140.10040961781698,True,ok,8192
pkt_3563,flow_ew_full.9,rsu_1,140.1,140.1,140.1,140.10040978005514,140.10040978005514,True,ok,8192
pkt_3561,flow_ew_full.7,rsu_2,140.1,140.1,140.1,140.10040976402647,140.10040976402647,True,ok,8192
pkt_3558,flow_ew_full.4,rsu_3,140.1,140.1,140.1,140.10040960989917,140.10040960989917,True,ok,8192
pkt_3559,flow_ew_full.5,rsu_15,140.1,140.1,140.1,140.10040964021331,140.10040964021331,True,ok,8192
pkt_3567,flow_ew_j2.13,rsu_0,140.1,140.1,140.2,140.20040993582168,140.20040993582168,True,ok,8192
pkt_3566,flow_ew_j2.12,rsu_1,140.1,140.1,140.2,140.20040965996412,140.20040965996412,True,ok,8192
pkt_3562,flow_ew_full.8,rsu_2,140.1,140.1,140.2,140.20040975712462,140.20040975712462,True,ok,8192
pkt_3568,flow_ew_j2.6,rsu_3,140.1,140.1,140.2,140.200409607041,140.200409607041,True,ok,8192
pkt_3560,flow_ew_full.6,rsu_15,140.1,140.1,140.2,140.20040966887143,140.20040966887143,True,ok,8192
pkt_3565,flow_ew_j2.11,rsu_2,140.1,140.1,140.3,140.3004096636397,140.3004096636397,True,ok,8192
pkt_3577,flow_ew_full.3,rsu_3,140.3,140.3,140.3,140.30040964663016,140.30040964663016,True,ok,8192
pkt_3574,flow_ew_full.0,rsu_6,140.3,140.3,140.3,140.3004096438763,140.3004096438763,True,ok,8192
pkt_3572,emergency_1,rsu_11,140.3,140.3,140.3,140.3004099234832,140.3004099234832,True,ok,8192
pkt_3584,flow_ns_j2.11,rsu_12,140.3,140.3,140.3,140.30040971079453,140.30040971079453,True,ok,8192
pkt_3564,flow_ew_j2.10,rsu_15,140.1,140.1,140.3,140.30040971164442,140.30040971164442,True,ok,8192
pkt_3586,flow_ns_j2.7,rsu_16,140.3,140.3,140.3,140.30040961589467,140.30040961589467,True,ok,8192
pkt_3585,flow_ns_j2.4,rsu_17,140.3,140.3,140.3,140.30040978306468,140.30040978306468,True,ok,8192
pkt_3573,emergency_flow.0,rsu_21,140.3,140.3,140.3,140.30040970550544,140.30040970550544,True,ok,8192
pkt_3587,flow_ns_j3.4,rsu_23,140.3,140.3,140.3,140.30040962001664,140.30040962001664,True,ok,8192
pkt_3583,flow_ew_j2.5,rsu_3,140.3,140.3,140.4,140.40040965106814,140.40040965106814,True,ok,8192
pkt_3575,flow_ew_full.1,rsu_6,140.3,140.3,140.4,140.40040965465639,140.40040965465639,True,ok,8192
pkt_3589,flow_ns_j2.8,rsu_14,140.4,140.4,140.4,140.40040973923112,140.40040973923112,True,ok,8192
pkt_3569,flow_ew_j2.7,rsu_15,140.1,140.1,140.4,140.40040966823136,140.40040966823136,True,ok,8192
pkt_3590,flow_ns_j3.8,rsu_20,140.4,140.4,140.4,140.40040969309968,140.40040969309968,True,ok,8192
pkt_3576,flow_ew_full.2,rsu_21,140.3,140.3,140.4,140.40040966438121,140.40040966438121,True,ok,8192
pkt_3578,flow_ew_j2.0,rsu_6,140.3,140.3,140.5,140.5004096054986,140.5004096054986,True,ok,8192
pkt_3570,flow_ew_j2.8,rsu_15,140.1,140.1,140.5,140.50040962582324,140.50040962582324,True,ok,8192
pkt_3579,flow_ew_j2.1,rsu_21,140.3,140.3,140.5,140.5004096354426,140.5004096354426,True,ok,8192
pkt_3580,flow_ew_j2.2,rsu_6,140.3,140.3,140.6,140.60040960890063,140.60040960890063,True,ok,8192
pkt_3571,flow_ew_j2.9,rsu_15,140.1,140.1,140.6,140.60040970076545,140.60040970076545,True,ok,8192
pkt_3581,flow_ew_j2.3,rsu_21,140.3,140.3,140.6,140.60040966596577,140.60040966596577,True,ok,8192
pkt_3591,flow_ns_j3.5,rsu_23,140.6,140.6,140.6,140.6004097442071,140.6004097442071,True,ok,8192
pkt_3588,flow_ns_j3.7,rsu_6,140.3,140.3,140.7,140.70040963310194,140.70040963310194,True,ok,8192
pkt_3582,flow_ew_j2.4,rsu_21,140.3,140.3,140.7,140.7004096221299,140.7004096221299,True,ok,8192
pkt_3592,flow_ns_j2.9,rsu_14,140.8,140.8,140.8,140.8004097580507,140.8004097580507,True,ok,8192
pkt_3593,flow_ns_j3.9,rsu_19,140.8,140.8,140.8,140.80040978254007,140.80040978254007,True,ok,8192
pkt_3594,flow_ns_j2.6,rsu_16,140.9,140.9,140.9,140.90040977183534,140.90040977183534,True,ok,8192
pkt_3595,flow_ns_j3.6,rsu_22,140.9,140.9,140.9,140.90040968344812,140.90040968344812,True,ok,8192
pkt_3596,flow_ns_j2.10,rsu_13,141.0,141.0,141.0,141.00040972480937,141.00040972480937,True,ok,8192
pkt_3597,flow_ns_j3.10,rsu_19,141.0,141.0,141.0,141.0004098184504,141.0004098184504,True,ok,8192
pkt_3598,flow_ns_j3.3,rsu_23,141.0,141.0,141.0,141.00040988145977,141.00040988145977,True,ok,8192
pkt_3599,flow_ew_full.10,rsu_0,141.1,141.1,141.1,141.1004096677357,141.1004096677357,True,ok,8192
pkt_3605,flow_ew_full.9,rsu_1,141.1,141.1,141.1,141.1004097409328,141.1004097409328,True,ok,8192
pkt_3604,flow_ew_full.8,rsu_2,141.1,141.1,141.1,141.1004097138631,141.1004097138631,True,ok,8192
pkt_3600,flow_ew_full.4,rsu_3,141.1,141.1,141.1,141.10040962467974,141.10040962467974,True,ok,8192
pkt_3602,flow_ew_full.6,rsu_15,141.1,141.1,141.1,141.10040964896018,141.10040964896018,True,ok,8192
pkt_3610,flow_ew_j2.14,rsu_0,141.1,141.1,141.2,141.2004096222594,141.2004096222594,True,ok,8192
pkt_3608,flow_ew_j2.12,rsu_1,141.1,141.1,141.2,141.20040970135437,,False,rx_error,8192
pkt_3607,flow_ew_j2.11,rsu_2,141.1,141.1,141.2,141.2004096210938,141.2004096210938,True,ok,8192
pkt_3601,flow_ew_full.5,rsu_3,141.1,141.1,141.2,141.20040962114484,141.20040962114484,True,ok,8192
pkt_3603,flow_ew_full.7,rsu_15,141.1,141.1,141.2,141.20040975144272,141.20040975144272,True,ok,8192
pkt_3609,flow_ew_j2.13,rsu_1,141.1,141.1,141.3,141.30040988758546,141.30040988758546,True,ok,8192
pkt_3611,flow_ew_j2.6,rsu_3,141.1,141.1,141.3,141.30040963263875,141.30040963263875,True,ok,8192
pkt_3617,flow_ew_full.0,rsu_6,141.3,141.3,141.3,141.30040968147944,141.30040968147944,True,ok,8192
pkt_3615,emergency_1,rsu_11,141.3,141.3,141.3,141.30040987587526,141.30040987587526,True,ok,8192
pkt_3627,flow_ns_j2.11,rsu_12,141.3,141.3,141.3,141.30040975758314,141.30040975758314,True,ok,8192
pkt_3606,flow_ew_j2.10,rsu_15,141.1,141.1,141.3,141.30040968940423,141.30040968940423,True,ok,8192
pkt_3629,flow_ns_j2.7,rsu_16,141.3,141.3,141.3,141.30040966960377,141.30040966960377,True,ok,8192
pkt_3628,flow_ns_j2.4,rsu_17,141.3,141.3,141.3,141.30040974507023,141.30040974507023,True,ok,8192
pkt_3616,emergency_flow.0,rsu_21,141.3,141.3,141.3,141.3004096874568,141.3004096874568,True,ok,8192
pkt_3630,flow_ns_j3.4,rsu_23,141.3,141.3,141.3,141.30040966323966,,False,rx_error,8192
pkt_3620,flow_ew_full.3,rsu_3,141.3,141.3,141.4,141.40040968936123,141.40040968936123,True,ok,8192
pkt_3618,flow_ew_full.1,rsu_6,141.3,141.3,141.4,141.40040969629254,141.40040969629254,True,ok,8192
pkt_3612,flow_ew_j2.7,rsu_15,141.1,141.1,141.4,141.40040964681324,141.40040964681324,True,ok,8192
pkt_3633,flow_ns_j3.8,rsu_20,141.4,141.4,141.4,141.40040974337572,141.40040974337572,True,ok,8192
pkt_3619,flow_ew_full.2,rsu_21,141.3,141.3,141.4,141.4004096412685,141.4004096412685,True,ok,8192
pkt_3626,flow_ew_j2.5,rsu_3,141.3,141.3,141.5,141.50040969511505,141.50040969511505,True,ok,8192
pkt_3621,flow_ew_j2.0,rsu_6,141.3,141.3,141.5,141.50040963599972,141.50040963599972,True,ok,8192
pkt_3613,flow_ew_j2.8,rsu_15,141.1,141.1,141.5,141.50040962247692,141.50040962247692,True,ok,8192
pkt_3624,flow_ew_j2.3,rsu_21,141.3,141.3,141.5,141.50040964686565,141.50040964686565,True,ok,8192
pkt_3632,flow_ns_j2.8,rsu_3,141.4,141.4,141.6,141.60040973189217,141.60040973189217,True,ok,8192
pkt_3622,flow_ew_j2.1,rsu_6,141.3,141.3,141.6,141.60040961223115,141.60040961223115,True,ok,8192
pkt_3614,flow_ew_j2.9,rsu_15,141.1,141.1,141.6,141.60040968018515,141.60040968018515,True,ok,8192
pkt_3634,flow_ns_j3.5,rsu_23,141.6,141.6,141.6,141.60040979690382,141.60040979690382,True,ok,8192
pkt_3623,flow_ew_j2.2,rsu_6,141.3,141.3,141.7,141.7004096469096,141.7004096469096,True,ok,8192
pkt_3625,flow_ew_j2.4,rsu_6,141.3,141.3,141.8,141.80040960554442,141.80040960554442,True,ok,8192
pkt_3635,flow_ns_j2.9,rsu_14,141.8,141.8,141.8,141.80040970794371,141.80040970794371,True,ok,8192
pkt_3636,flow_ns_j3.9,rsu_19,141.8,141.8,141.8,141.80040982847902,141.80040982847902,True,ok,8192
pkt_3631,flow_ns_j3.7,rsu_6,141.3,141.3,141.9,141.90040963310196,141.90040963310196,True,ok,8192
pkt_3637,flow_ns_j2.6,rsu_16,141.9,141.9,141.9,141.90040981808096,141.90040981808096,True,ok,8192
pkt_3638,flow_ns_j3.6,rsu_22,141.9,141.9,141.9,141.90040963783014,141.90040963783014,True,ok,8192
pkt_3639,flow_ns_j2.10,rsu_13,142.0,142.0,142.0,142.00040968444955,142.00040968444955,True,ok,8192
pkt_3640,flow_ns_j3.10,rsu_19,142.0,142.0,142.0,142.00040976463026,142.00040976463026,True,ok,8192
pkt_3641,flow_ew_full.10,rsu_0,142.1,142.1,142.1,142.10040971820692,142.10040971820692,True,ok,8192
pkt_3647,flow_ew_full.9,rsu_1,142.1,142.1,142.1,142.10040970180677,142.10040970180677,True,ok,8192
pkt_3646,flow_ew_full.8,rsu_2,142.1,142.1,142.1,142.100409665841,142.100409665841,True,ok,8192
pkt_3642,flow_ew_full.4,rsu_3,142.1,142.1,142.1,142.10040966289154,142.10040966289154,True,ok,8192
pkt_3644,flow_ew_full.6,rsu_15,142.1,142.1,142.1,142.1004096243951,142.1004096243951,True,ok,8192
pkt_3652,flow_ew_j2.14,rsu_0,142.1,142.1,142.2,142.20040966804433,142.20040966804433,True,ok,8192
pkt_3650,flow_ew_j2.12,rsu_1,142.1,142.1,142.2,142.2004097427857,142.2004097427857,True,ok,8192
pkt_3649,flow_ew_j2.11,rsu_2,142.1,142.1,142.2,142.2004096279271,142.2004096279271,True,ok,8192
pkt_3643,flow_ew_full.5,rsu_3,142.1,142.1,142.2,142.20040961514044,142.20040961514044,True,ok,8192
pkt_3645,flow_ew_full.7,rsu_15,142.1,142.1,142.2,142.20040972300393,142.20040972300393,True,ok,8192
pkt_3651,flow_ew_j2.13,rsu_1,142.1,142.1,142.3,142.3004098482409,142.3004098482409,True,ok,8192
pkt_3653,flow_ew_j2.6,rsu_3,142.1,142.1,142.3,142.30040967244798,,False,rx_error,8192
pkt_3659,flow_ew_full.0,rsu_6,142.3,142.3,142.3,142.3004097250618,142.3004097250618,True,ok,8192
pkt_3657,emergency_1,rsu_11,142.3,142.3,142.3,142.30040982826154,142.30040982826154,True,ok,8192
pkt_3669,flow_ns_j2.11,rsu_12,142.3,142.3,142.3,142.3004098044865,142.3004098044865,True,ok,8192
pkt_3648,flow_ew_j2.10,rsu_15,142.1,142.1,142.3,142.3004096626677,142.3004096626677,True,ok,8192
pkt_3671,flow_ns_j2.7,rsu_16,142.3,142.3,142.3,142.30040972392894,142.30040972392894,True,ok,8192
pkt_3670,flow_ns_j2.4,rsu_17,142.3,142.3,142.3,142.30040970709075,142.30040970709075,True,ok,8192
pkt_3658,emergency_flow.0,rsu_21,142.3,142.3,142.3,142.3004096643866,142.3004096643866,True,ok,8192
pkt_3672,flow_ns_j3.4,rsu_23,142.3,142.3,142.3,142.30040970680488,142.30040970680488,True,ok,8192
pkt_3655,flow_ew_j2.8,rsu_3,142.1,142.1,142.4,142.40040962137587,142.40040962137587,True,ok,8192
pkt_3660,flow_ew_full.1,rsu_6,142.3,142.3,142.4,142.40040974471913,142.40040974471913,True,ok,8192
pkt_3654,flow_ew_j2.7,rsu_15,142.1,142.1,142.4,142.40040962981172,142.40040962981172,True,ok,8192
pkt_3661,flow_ew_full.2,rsu_21,142.3,142.3,142.4,142.40040961967517,142.40040961967517,True,ok,8192
pkt_3662,flow_ew_full.3,rsu_3,142.3,142.3,142.5,142.50040973931067,142.50040973931067,True,ok,8192
pkt_3663,flow_ew_j2.0,rsu_6,142.3,142.3,142.5,142.5004096739826,142.5004096739826,True,ok,8192
pkt_3656,flow_ew_j2.9,rsu_15,142.1,142.1,142.5,142.50040965809487,142.50040965809487,True,ok,8192
pkt_3666,flow_ew_j2.3,rsu_21,142.3,142.3,142.5,142.50040962997488,142.50040962997488,True,ok,8192
pkt_3668,flow_ew_j2.5,rsu_3,142.3,142.3,142.6,142.60040974439914,142.60040974439914,True,ok,8192
pkt_3664,flow_ew_j2.1,rsu_6,142.3,142.3,142.6,142.60040962426964,142.60040962426964,True,ok,8192
pkt_3676,flow_ns_j3.5,rsu_23,142.6,142.6,142.6,142.6004098488534,142.6004098488534,True,ok,8192
pkt_3674,flow_ns_j2.8,rsu_3,142.4,142.4,142.7,142.70040968450135,142.70040968450135,True,ok,8192
pkt_3665,flow_ew_j2.2,rsu_6,142.3,142.3,142.7,142.70040968930132,142.70040968930132,True,ok,8192
pkt_3667,flow_ew_j2.4,rsu_6,142.3,142.3,142.8,142.80040963713105,142.80040963713105,True,ok,8192
pkt_3677,flow_ns_j2.9,rsu_14,142.8,142.8,142.8,142.80040965794035,142.80040965794035,True,ok,8192
pkt_3678,flow_ns_j3.9,rsu_19,142.8,142.8,142.8,142.8004098744523,142.8004098744523,True,ok,8192
pkt_3673,flow_ns_j3.7,rsu_6,142.3,142.3,142.9,142.90040963310196,142.90040963310196,True,ok,8192
pkt_3679,flow_ns_j2.6,rsu_16,142.9,142.9,142.9,142.90040986428735,142.90040986428735,True,ok,8192
pkt_3680,flow_ns_j3.6,rsu_22,142.9,142.9,142.9,142.90040960992476,142.90040960992476,True,ok,8192
pkt_3675,flow_ns_j3.8,rsu_6,142.4,142.4,143.0,143.00040971682654,143.00040971682654,True,ok,8192
pkt_3681,flow_ns_j2.10,rsu_13,143.0,143.0,143.0,143.00040964428433,143.00040964428433,True,ok,8192
pkt_3682,flow_ns_j3.10,rsu_19,143.0,143.0,143.0,143.000409710731,143.000409710731,True,ok,8192
pkt_3683,flow_ew_full.10,rsu_0,143.1,143.1,143.1,143.1004097687127,143.1004097687127,True,ok,8192
pkt_3689,flow_ew_full.9,rsu_1,143.1,143.1,143.1,143.10040966266456,143.10040966266456,True,ok,8192
pkt_3688,flow_ew_full.8,rsu_2,143.1,143.1,143.1,143.10040961830015,143.10040961830015,True,ok,8192
pkt_3684,flow_ew_full.4,rsu_3,143.1,143.1,143.1,143.10040970300736,143.10040970300736,True,ok,8192
pkt_3687,flow_ew_full.7,rsu_15,143.1,143.1,143.1,143.10040969566188,143.10040969566188,True,ok,8192
pkt_3694,flow_ew_j2.14,rsu_0,143.1,143.1,143.2,143.2004097141286,143.2004097141286,True,ok,8192
pkt_3692,flow_ew_j2.12,rsu_1,143.1,143.1,143.2,143.20040978427105,143.20040978427105,True,ok,8192
pkt_3691,flow_ew_j2.11,rsu_2,143.1,143.1,143.2,143.20040967539384,143.20040967539384,True,ok,8192
pkt_3685,flow_ew_full.5,rsu_3,143.1,143.1,143.2,143.20040965323713,143.20040965323713,True,ok,8192
pkt_3690,flow_ew_j2.10,rsu_15,143.1,143.1,143.2,143.20040963690946,143.20040963690946,True,ok,8192
pkt_3693,flow_ew_j2.13,rsu_1,143.1,143.1,143.3,143.3004098089288,143.3004098089288,True,ok,8192
pkt_3686,flow_ew_full.6,rsu_3,143.1,143.1,143.3,143.3004096053599,143.3004096053599,True,ok,8192
pkt_3701,flow_ew_full.0,rsu_6,143.3,143.3,143.3,143.3004097731615,143.3004097731615,True,ok,8192
pkt_3699,emergency_1,rsu_11,143.3,143.3,143.3,143.30040978068953,143.30040978068953,True,ok,8192
pkt_3711,flow_ns_j2.11,rsu_12,143.3,143.3,143.3,143.3004098513257,143.3004098513257,True,ok,8192
pkt_3698,flow_ew_j2.9,rsu_15,143.1,143.1,143.3,143.3004096384283,143.3004096384283,True,ok,8192
pkt_3713,flow_ns_j2.7,rsu_16,143.3,143.3,143.3,143.30040977818348,143.30040977818348,True,ok,8192
pkt_3712,flow_ns_j2.4,rsu_17,143.3,143.3,143.3,143.3004096691708,143.3004096691708,True,ok,8192
