timestamp,bs_id,connected_vehicles,packets_sent,packets_received,avg_rssi,avg_snr,utilization
44.0,J3,0,0,0,0.0,0.0,8.185423458607935e-05
45.0,J2,0,0,0,0.0,0.0,0.00020927064300101727
45.0,J3,0,0,0,0.0,0.0,8.119305473404197e-05
46.0,J2,0,0,0,0.0,0.0,0.00020884891151238936
46.0,J3,0,0,0,0.0,0.0,8.079244875084633e-05
47.0,J2,0,0,0,0.0,0.0,0.00021046807376162447
47.0,J3,0,0,0,0.0,0.0,8.179586818089912e-05
48.0,J2,0,0,0,0.0,0.0,0.00021264480095740593
48.0,J3,0,0,0,0.0,0.0,8.154832621293604e-05
49.0,J2,0,0,0,0.0,0.0,0.0002117131664254748
49.0,J3,0,0,0,0.0,0.0,8.09633358370326e-05
50.0,J2,0,0,0,0.0,0.0,0.0002113416706115422
50.0,J3,0,0,0,0.0,0.0,8.059912125880652e-05
