timestamp,bs_id,vehicle_id,packet_type,size_bytes
394.0,J3,emergency_flow.1,emergency_encrypted,664
395.0,J2,emergency_10,emergency_encrypted,660
395.0,J3,emergency_9,emergency_encrypted,660
395.0,J3,emergency_flow.1,emergency_encrypted,664
396.0,J2,emergency_10,emergency_encrypted,660
396.0,J3,emergency_9,emergency_encrypted,660
396.0,J3,emergency_flow.1,emergency_encrypted,664
397.0,J2,emergency_10,emergency_encrypted,660
397.0,J3,emergency_9,emergency_encrypted,660
397.0,J3,emergency_flow.1,emergency_encrypted,664
398.0,J2,emergency_10,emergency_encrypted,656
398.0,J3,emergency_flow.1,emergency_encrypted,664
399.0,J2,emergency_10,emergency_encrypted,660
399.0,J3,emergency_flow.1,emergency_encrypted,664
400.0,J2,emergency_10,emergency_encrypted,660
400.0,J3,emergency_flow.1,emergency_encrypted,664
401.0,J2,emergency_10,emergency_encrypted,660
401.0,J3,emergency_flow.1,emergency_encrypted,664
402.0,J2,emergency_10,emergency_encrypted,660
402.0,J3,emergency_flow.1,emergency_encrypted,664
403.0,J2,emergency_10,emergency_encrypted,660
403.0,J3,emergency_flow.1,emergency_encrypted,664
404.0,J2,emergency_10,emergency_encrypted,660
404.0,J3,emergency_flow.1,emergency_encrypted,664
405.0,J2,emergency_10,emergency_encrypted,660
405.0,J3,emergency_flow.1,emergency_encrypted,664
406.0,J2,emergency_10,emergency_encrypted,660
406.0,J3,emergency_flow.1,emergency_encrypted,664
407.0,J2,emergency_10,emergency_encrypted,656
407.0,J3,emergency_flow.1,emergency_encrypted,664
408.0,J2,emergency_10,emergency_encrypted,660
408.0,J3,emergency_flow.1,emergency_encrypted,664
409.0,J2,emergency_10,emergency_encrypted,660
409.0,J3,emergency_flow.1,emergency_encrypted,664
410.0,J3,emergency_flow.1,emergency_encrypted,664
411.0,J3,emergency_flow.1,emergency_encrypted,664
412.0,J3,emergency_flow.1,emergency_encrypted,664
413.0,J3,emergency_flow.1,emergency_encrypted,664
414.0,J3,emergency_flow.1,emergency_encrypted,664
488.0,J2,emergency_flow_ns.1,emergency_encrypted,668
489.0,J2,emergency_flow_ns.1,emergency_encrypted,668
490.0,J2,emergency_flow_ns.1,emergency_encrypted,668
491.0,J2,emergency_flow_ns.1,emergency_encrypted,668
492.0,J2,emergency_flow_ns.1,emergency_encrypted,668
493.0,J2,emergency_flow_ns.1,emergency_encrypted,668
494.0,J2,emergency_flow_ns.1,emergency_encrypted,668
495.0,J2,emergency_flow_ns.1,emergency_encrypted,664
496.0,J2,emergency_flow_ns.1,emergency_encrypted,668
497.0,J2,emergency_flow_ns.1,emergency_encrypted,668
498.0,J2,emergency_flow_ns.1,emergency_encrypted,668
499.0,J2,emergency_flow_ns.1,emergency_encrypted,668
500.0,J2,emergency_flow_ns.1,emergency_encrypted,668
501.0,J2,emergency_flow_ns.1,emergency_encrypted,668
502.0,J2,emergency_flow_ns.1,emergency_encrypted,668
503.0,J2,emergency_flow_ns.1,emergency_encrypted,668
504.0,J2,emergency_flow_ns.1,emergency_encrypted,668
505.0,J2,emergency_flow_ns.1,emergency_encrypted,668
506.0,J2,emergency_flow_ns.1,emergency_encrypted,668
507.0,J2,emergency_flow_ns.1,emergency_encrypted,668
508.0,J2,emergency_flow_ns.1,emergency_encrypted,668
509.0,J2,emergency_flow_ns.1,emergency_encrypted,668
534.0,J2,emergency_flow.2,emergency_encrypted,664
535.0,J2,emergency_flow.2,emergency_encrypted,664
536.0,J2,emergency_flow.2,emergency_encrypted,664
537.0,J2,emergency_flow.2,emergency_encrypted,664
538.0,J2,emergency_flow.2,emergency_encrypted,664
539.0,J2,emergency_flow.2,emergency_encrypted,664
540.0,J2,emergency_flow.2,emergency_encrypted,664
541.0,J2,emergency_flow.2,emergency_encrypted,664
542.0,J2,emergency_flow.2,emergency_encrypted,664
543.0,J2,emergency_flow.2,emergency_encrypted,664
544.0,J2,emergency_flow.2,emergency_encrypted,664
545.0,J2,emergency_flow.2,emergency_encrypted,664
546.0,J2,emergency_flow.2,emergency_encrypted,664
547.0,J2,emergency_flow.2,emergency_encrypted,664
548.0,J2,emergency_flow.2,emergency_encrypted,664
549.0,J2,emergency_flow.2,emergency_encrypted,664
550.0,J2,emergency_flow.2,emergency_encrypted,664
551.0,J2,emergency_flow.2,emergency_encrypted,664
552.0,J2,emergency_flow.2,emergency_encrypted,664
553.0,J2,emergency_flow.2,emergency_encrypted,664
568.0,J3,emergency_flow.2,emergency_encrypted,664
569.0,J3,emergency_flow.2,emergency_encrypted,664
570.0,J3,emergency_flow.2,emergency_encrypted,664
571.0,J3,emergency_flow.2,emergency_encrypted,664
572.0,J3,emergency_flow.2,emergency_encrypted,664
573.0,J3,emergency_flow.2,emergency_encrypted,664
574.0,J3,emergency_flow.2,emergency_encrypted,664
575.0,J3,emergency_flow.2,emergency_encrypted,664
576.0,J3,emergency_flow.2,emergency_encrypted,664
577.0,J3,emergency_flow.2,emergency_encrypted,660
578.0,J3,emergency_flow.2,emergency_encrypted,664
579.0,J3,emergency_flow.2,emergency_encrypted,664
580.0,J3,emergency_flow.2,emergency_encrypted,664
581.0,J3,emergency_flow.2,emergency_encrypted,664
582.0,J3,emergency_flow.2,emergency_encrypted,664
583.0,J3,emergency_flow.2,emergency_encrypted,664
584.0,J3,emergency_flow.2,emergency_encrypted,664
585.0,J3,emergency_flow.2,emergency_encrypted,664
586.0,J3,emergency_flow.2,emergency_encrypted,664
587.0,J3,emergency_flow.2,emergency_encrypted,664
588.0,J3,emergency_flow.2,emergency_encrypted,664
589.0,J3,emergency_flow.2,emergency_encrypted,664
590.0,J3,emergency_flow.2,emergency_encrypted,664
715.0,J2,emergency_flow.3,emergency_encrypted,664
716.0,J2,emergency_flow.3,emergency_encrypted,664
717.0,J2,emergency_flow.3,emergency_encrypted,664
718.0,J2,emergency_flow.3,emergency_encrypted,664
719.0,J2,emergency_flow.3,emergency_encrypted,660
720.0,J2,emergency_flow.3,emergency_encrypted,664
721.0,J2,emergency_flow.3,emergency_encrypted,664
722.0,J2,emergency_flow.3,emergency_encrypted,664
723.0,J2,emergency_flow.3,emergency_encrypted,664
724.0,J2,emergency_flow.3,emergency_encrypted,664
725.0,J2,emergency_flow.3,emergency_encrypted,664
726.0,J2,emergency_flow.3,emergency_encrypted,664
727.0,J2,emergency_flow.3,emergency_encrypted,664
727.0,J2,emergency_flow_ns.2,emergency_encrypted,668
728.0,J2,emergency_flow.3,emergency_encrypted,664
728.0,J2,emergency_flow_ns.2,emergency_encrypted,668
729.0,J2,emergency_flow.3,emergency_encrypted,664
