timestamp,bs_id,connected_vehicles,packets_sent,packets_received,avg_rssi,avg_snr,utilization
1.0,1070314190,0,0,0,0.0,0.0,0.0002675581594205297
1.0,11294646345,0,0,0,0.0,0.0,0.000107580770855582
1.0,11294646347,0,0,0,0.0,0.0,4.404647161852646e-05
1.0,11294646352,0,0,0,0.0,0.0,2.3094806747789313e-05
1.0,11294646355,0,0,0,0.0,0.0,2.542019583718873e-05
1.0,11302971567,0,0,0,0.0,0.0,2.5184095739858364e-05
1.0,11302992907,0,0,0,0.0,0.0,1.99623211188881e-05
1.0,11302992908,0,0,0,0.0,0.0,1.9789244545589473e-05
1.0,11302992909,0,0,0,0.0,0.0,2.207982100625104e-05
1.0,11302992910,0,0,0,0.0,0.0,1.9457003670077317e-05
1.0,11303526456,0,0,0,0.0,0.0,1.929873231452109e-05
1.0,11303526457,0,0,0,0.0,0.0,1.674941676138063e-05
1.0,11303526458,0,0,0,0.0,0.0,0.00013529198145787792
1.0,1148895344,0,0,0,0.0,0.0,1.88397537644183e-05
1.0,12123831581,0,0,0,0.0,0.0,1.868390568364411e-05
1.0,12123831582,0,0,0,0.0,0.0,1.8544231469097196e-05
1.0,12123831583,0,0,0,0.0,0.0,1.8200142416114406e-05
1.0,12123831584,0,0,0,0.0,0.0,1.799945101674399e-05
1.0,12459218189,0,0,0,0.0,0.0,1.7848616955293676e-05
1.0,12459243351,0,0,0,0.0,0.0,1.7708713793981252e-05
1.0,12459243352,0,0,0,0.0,0.0,1.7573148229505316e-05
1.0,12492308032,0,0,0,0.0,0.0,1.743819793662523e-05
1.0,12492308040,0,0,0,0.0,0.0,1.7241527944206415e-05
1.0,12492308041,0,0,0,0.0,0.0,1.4914942215252446e-05
1.0,12492308046,0,0,0,0.0,0.0,1.6876141776467064e-05
1.0,12492308047,0,0,0,0.0,0.0,1.6734791212561136e-05
1.0,12492308048,0,0,0,0.0,0.0,1.66121925186991e-05
1.0,12492308061,0,0,0,0.0,0.0,1.648740053460396e-05
1.0,12492308063,0,0,0,0.0,0.0,1.8419146088387343e-05
1.0,12492308064,0,0,0,0.0,0.0,1.4228220659376398e-05
1.0,12492308147,0,0,0,0.0,0.0,1.81680911795936e-05
1.0,12492308150,0,0,0,0.0,0.0,1.8050758733558767e-05
1.0,12612408133,0,0,0,0.0,0.0,1.587915959547841e-05
1.0,12625079624,0,0,0,0.0,0.0,4.306143300619693e-05
1.0,13072765088,0,0,0,0.0,0.0,1.546156641129313e-05
1.0,13072765092,0,0,0,0.0,0.0,1.7245178535501116e-05
1.0,13072765094,0,0,0,0.0,0.0,1.7125926940795672e-05
1.0,17327106,0,0,0,0.0,0.0,2.2689542767897324e-05
1.0,1835344809,0,0,0,0.0,0.0,1.875986065175508e-05
1.0,248839215,0,0,0,0.0,0.0,1.863071683546096e-05
1.0,249075973,0,0,0,0.0,0.0,1.295346375620841e-05
1.0,364626139,0,0,0,0.0,0.0,1.287029682581708e-05
1.0,4582284826,0,0,0,0.0,0.0,1.4618547281863865e-05
1.0,4872132537,0,0,0,0.0,0.0,1.4530527730604016e-05
1.0,493556454,0,0,0,0.0,0.0,1.26414944413543e-05
1.0,5346843788,0,0,0,0.0,0.0,1.4357501794687724e-05
1.0,5354313548,0,0,0,0.0,0.0,1.0705663831450028e-05
1.0,699576768,0,0,0,0.0,0.0,1.4192499973389062e-05
1.0,699576794,0,0,0,0.0,0.0,1.4111089552502073e-05
1.0,7287518216,0,0,0,0.0,0.0,1.4029574342714442e-05
2.0,1070314190,0,0,0,0.0,0.0,0.00018787822502046913
2.0,11294646345,0,0,0,0.0,0.0,6.753861837092631e-05
2.0,11294646347,0,0,0,0.0,0.0,3.7815245216108876e-05
2.0,11294646352,0,0,0,0.0,0.0,2.824344595145893e-05
2.0,11294646355,0,0,0,0.0,0.0,2.710029924984287e-05
2.0,11302971567,0,0,0,0.0,0.0,2.4923774788771008e-05
2.0,11302992907,0,0,0,0.0,0.0,2.1733663271040515e-05
2.0,11302992908,0,0,0,0.0,0.0,2.2690915691902747e-05
2.0,11302992909,0,0,0,0.0,0.0,2.4608368075564096e-05
2.0,11302992910,0,0,0,0.0,0.0,2.4512958162508657e-05
2.0,11303526456,0,0,0,0.0,0.0,2.3412552589173833e-05
2.0,11303526457,0,0,0,0.0,0.0,2.1285437719822824e-05
2.0,11303526458,0,0,0,0.0,0.0,6.748324753560245e-05
2.0,1148895344,0,0,0,0.0,0.0,1.8984755241541042e-05
2.0,12123831581,0,0,0,0.0,0.0,2.079489990226397e-05
2.0,12123831582,0,0,0,0.0,0.0,2.2673568632399347e-05
2.0,12123831583,0,0,0,0.0,0.0,2.2553088008032823e-05
2.0,12123831584,0,0,0,0.0,0.0,2.1495773637778626e-05
2.0,12459218189,0,0,0,0.0,0.0,2.142220041052726e-05
2.0,12459243351,0,0,0,0.0,0.0,2.5237205464825644e-05
2.0,12459243352,0,0,0,0.0,0.0,2.2251503911427404e-05
2.0,12492308032,0,0,0,0.0,0.0,2.2180882201192175e-05
2.0,12492308040,0,0,0,0.0,0.0,2.2113215819217732e-05
2.0,12492308041,0,0,0,0.0,0.0,1.8209716513050136e-05
2.0,12492308046,0,0,0,0.0,0.0,2.0066429436878656e-05
2.0,12492308047,0,0,0,0.0,0.0,2.1911126565335646e-05
2.0,12492308048,0,0,0,0.0,0.0,1.9943985891054554e-05
2.0,12492308061,0,0,0,0.0,0.0,2.177871499900102e-05
2.0,12492308063,0,0,0,0.0,0.0,2.2653006903503852e-05
2.0,12492308064,0,0,0,0.0,0.0,2.1566961665194488e-05
2.0,12492308147,0,0,0,0.0,0.0,2.2292712605135683e-05
2.0,12492308150,0,0,0,0.0,0.0,2.3962559422539185e-05
2.0,12612408133,0,0,0,0.0,0.0,2.197918937086402e-05
2.0,12625079624,0,0,0,0.0,0.0,3.467536105719701e-05
2.0,13072765088,0,0,0,0.0,0.0,1.637399663787269e-05
2.0,13072765092,0,0,0,0.0,0.0,1.723020000634797e-05
2.0,13072765094,0,0,0,0.0,0.0,1.7178417759229107e-05
2.0,17327106,0,0,0,0.0,0.0,2.0733123237684526e-05
2.0,1835344809,0,0,0,0.0,0.0,1.887272325308232e-05
2.0,248839215,0,0,0,0.0,0.0,1.8818772532119613e-05
2.0,249075973,0,0,0,0.0,0.0,1.6083965448068003e-05
2.0,364626139,0,0,0,0.0,0.0,1.7818927621297895e-05
2.0,4582284826,0,0,0,0.0,0.0,2.0433346866723938e-05
2.0,4872132537,0,0,0,0.0,0.0,2.3917659470994525e-05
2.0,493556454,0,0,0,0.0,0.0,1.9385838997082432e-05
2.0,5346843788,0,0,0,0.0,0.0,1.748847946415299e-05
2.0,5354313548,0,0,0,0.0,0.0,1.4758353662242055e-05
