timestamp,bs_id,connected_vehicles,packets_sent,packets_received,avg_rssi,avg_snr,utilization
221.0,J2,0,0,0,0.0,0.0,9.915666635169612e-05
221.0,J3,0,0,0,0.0,0.0,4.1100696736530865e-05
222.0,J2,0,0,0,0.0,0.0,9.892985451214377e-05
222.0,J3,0,0,0,0.0,0.0,4.1034367367149695e-05
223.0,J2,0,0,0,0.0,0.0,9.876088532677596e-05
223.0,J3,0,0,0,0.0,0.0,4.0972587448848965e-05
224.0,J2,0,0,0,0.0,0.0,9.854115493525026e-05
224.0,J3,0,0,0,0.0,0.0,4.090887805799638e-05
225.0,J2,0,0,0,0.0,0.0,9.843253283756577e-05
225.0,J3,0,0,0,0.0,0.0,4.074530673235964e-05
226.0,J2,0,0,0,0.0,0.0,9.817013652502686e-05
226.0,J3,0,0,0,0.0,0.0,4.0664247930658983e-05
227.0,J2,0,0,0,0.0,0.0,9.792581880691745e-05
227.0,J3,0,0,0,0.0,0.0,4.0505297231963955e-05
228.0,J2,0,0,0,0.0,0.0,9.780986339885688e-05
228.0,J3,0,0,0,0.0,0.0,4.032616158191321e-05
229.0,J2,0,0,0,0.0,0.0,9.768140349174711e-05
229.0,J3,0,0,0,0.0,0.0,4.028273696382613e-05
230.0,J2,0,0,0,0.0,0.0,9.772634424285734e-05
230.0,J3,0,0,0,0.0,0.0,4.022578489941164e-05
231.0,J2,0,0,0,0.0,0.0,9.755522596126279e-05
231.0,J3,0,0,0,0.0,0.0,4.018309658517787e-05
232.0,J2,0,0,0,0.0,0.0,9.72718978082307e-05
232.0,J3,0,0,0,0.0,0.0,4.009352359126625e-05
233.0,J2,0,0,0,0.0,0.0,9.715195474493176e-05
233.0,J3,0,0,0,0.0,0.0,4.0026355732559796e-05
234.0,J2,0,0,0,0.0,0.0,9.703242239535173e-05
234.0,J3,0,0,0,0.0,0.0,3.997046376133507e-05
235.0,J2,0,0,0,0.0,0.0,9.691142772993663e-05
235.0,J3,0,0,0,0.0,0.0,3.98767677177747e-05
236.0,J2,0,0,0,0.0,0.0,9.665606301106727e-05
236.0,J3,0,0,0,0.0,0.0,3.9824818461451286e-05
237.0,J2,0,0,0,0.0,0.0,9.647312396772772e-05
237.0,J3,0,0,0,0.0,0.0,3.9769396379681185e-05
238.0,J2,0,0,0,0.0,0.0,9.618880939495882e-05
238.0,J3,0,0,0,0.0,0.0,3.961055362924522e-05
239.0,J2,0,0,0,0.0,0.0,9.602818512741588e-05
239.0,J3,0,0,0,0.0,0.0,3.9564333212213446e-05
240.0,J2,0,0,0,0.0,0.0,9.597214583523622e-05
240.0,J3,0,0,0,0.0,0.0,3.941076605854216e-05
241.0,J2,0,0,0,0.0,0.0,9.588830684544577e-05
241.0,J3,0,0,0,0.0,0.0,3.92732485358442e-05
242.0,J2,0,0,0,0.0,0.0,9.568438305742771e-05
242.0,J3,0,0,0,0.0,0.0,3.908323719449154e-05
243.0,J2,0,0,0,0.0,0.0,9.554824105898511e-05
243.0,J3,0,0,0,0.0,0.0,3.902360716477461e-05
244.0,J2,0,0,0,0.0,0.0,9.495482183625035e-05
244.0,J3,0,0,0,0.0,0.0,3.874171108011442e-05
245.0,J2,0,0,0,0.0,0.0,9.465106009929285e-05
245.0,J3,0,0,0,0.0,0.0,3.8580110474146344e-05
246.0,J2,0,0,0,0.0,0.0,9.450272931595771e-05
246.0,J3,0,0,0,0.0,0.0,3.841760630752247e-05
247.0,J2,0,0,0,0.0,0.0,9.424836199566516e-05
247.0,J3,0,0,0,0.0,0.0,3.824336236812656e-05
248.0,J2,0,0,0,0.0,0.0,9.402599081947674e-05
248.0,J3,0,0,0,0.0,0.0,3.809277150404801e-05
249.0,J2,0,0,0,0.0,0.0,9.394181719211353e-05
249.0,J3,0,0,0,0.0,0.0,3.807002640629498e-05
250.0,J2,0,0,0,0.0,0.0,9.385236618489916e-05
250.0,J3,0,0,0,0.0,0.0,3.8012182461920594e-05
251.0,J2,0,0,0,0.0,0.0,9.371494534789379e-05
251.0,J3,0,0,0,0.0,0.0,3.798300853778118e-05
252.0,J2,0,0,0,0.0,0.0,9.351140306083435e-05
252.0,J3,0,0,0,0.0,0.0,3.78418220348037e-05
253.0,J2,0,0,0,0.0,0.0,9.330564929458747e-05
253.0,J3,0,0,0,0.0,0.0,3.7652678090715974e-05
254.0,J2,0,0,0,0.0,0.0,9.316651903452354e-05
254.0,J3,0,0,0,0.0,0.0,3.7618454429717514e-05
255.0,J2,0,0,0,0.0,0.0,9.312882416608157e-05
255.0,J3,0,0,0,0.0,0.0,3.759218138250694e-05
256.0,J2,0,0,0,0.0,0.0,9.294964181907356e-05
256.0,J3,0,0,0,0.0,0.0,3.747706430154373e-05
257.0,J2,0,0,0,0.0,0.0,9.272711615716679e-05
257.0,J3,0,0,0,0.0,0.0,3.741351300118433e-05
258.0,J2,0,0,0,0.0,0.0,9.265287496889202e-05
258.0,J3,0,0,0,0.0,0.0,3.7281898053047845e-05
259.0,J2,0,0,0,0.0,0.0,9.241560143503868e-05
259.0,J3,0,0,0,0.0,0.0,3.722161755612848e-05
260.0,J2,0,0,0,0.0,0.0,9.46052581562044e-05
260.0,J3,0,0,0,0.0,0.0,3.708919837639619e-05
261.0,J2,0,0,0,0.0,0.0,9.45379171753598e-05
261.0,J3,0,0,0,0.0,0.0,3.6959772626158666e-05
262.0,J2,0,0,0,0.0,0.0,9.433325129219237e-05
262.0,J3,0,0,0,0.0,0.0,3.6940703267074427e-05
263.0,J2,0,0,0,0.0,0.0,9.416786992278235e-05
263.0,J3,0,0,0,0.0,0.0,3.690184138865092e-05
264.0,J2,0,0,0,0.0,0.0,9.410555357860546e-05
264.0,J3,0,0,0,0.0,0.0,3.686382004876901e-05
